id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
W407,Woodhill-Vinetown,Whangarei Central,BICYCLE,9,EDUCATION,Woodhill-Vinetown,-35.727035,174.30955264,Whangarei Central,-35.72846995,174.32430322,1.3410334340231038,Whangarei,Whangarei,Northland,Northland,7
W3387,Eden Terrace,Wynyard-Viaduct,BICYCLE,6,EDUCATION,Eden Terrace,-36.86462613,174.75964083,Wynyard-Viaduct,-36.843309399999995,174.75788827,2.3754357917413493,Waitakere,Waitakere,Auckland,Auckland,95
W25164,Whitiora,Hamilton Central,BICYCLE,12,EDUCATION,Whitiora,-37.77756896,175.27048029,Hamilton Central,-37.78938082,175.28203067,1.6599430980910974,Hamilton,Hamilton,Waikato,Waikato,61
W24868,Tauranga Central,Tauranga Central,BICYCLE,12,EDUCATION,Tauranga Central,-37.67947411,176.16704264,Tauranga Central,-37.67947411,176.16704264,0.0,,,,,51
W26628,Matamata South,Matamata South,BICYCLE,15,EDUCATION,Matamata South,-37.81753128,175.77119821,Matamata South,-37.81753128,175.77119821,0.0,Matamata-Piako,Matamata-Piako,Waikato,Waikato,4
W27467,Trident,Allandale,BICYCLE,6,EDUCATION,Trident,-37.96899468,176.97770942,Allandale,-37.96801926,176.98635382,0.7654945243660405,Whakatane,Whakatane,Bay of Plenty,Bay of Plenty,10
W27619,Strathmore (South Waikato District),Tokoroa Central,BICYCLE,6,EDUCATION,Strathmore (South Waikato District),-38.23232788,175.86534607,Tokoroa Central,-38.2230221,175.8734232,1.2523987932253329,South Waikato,South Waikato,Waikato,Waikato,4
W27687,Victoria,Rotorua Central,BICYCLE,6,EDUCATION,Victoria,-38.142893900000004,176.24450819999996,Rotorua Central,-38.13568521,176.25424012,1.1691502594876988,Rotorua,Rotorua,Bay of Plenty,Bay of Plenty,20
W27828,Bird Area,Taupo Central West,BICYCLE,15,EDUCATION,Bird Area,-38.69357961,176.0859815,Taupo Central West,-38.6847684,176.07304191,1.490372843323874,Taupo,Taupo,Waikato,Waikato,4
W29930,Te Hapara East,Gisborne Central,BICYCLE,9,EDUCATION,Te Hapara East,-38.6560244,178.01721277,Gisborne Central,-38.66778237,178.02299313,1.4004478113502266,Gisborne,Gisborne,Gisborne,Gisborne,14
W30508,Meeanee-Awatoto,Napier Central,BICYCLE,6,EDUCATION,Meeanee-Awatoto,-39.54411569,176.89304136,Napier Central,-39.49277802,176.91573492,6.031261870336076,Hastings,Napier,Hawke's Bay,Hawke's Bay,39
W32077,Merrilands,New Plymouth Central,BICYCLE,15,EDUCATION,Merrilands,-39.06454623,174.10205958,New Plymouth Central,-39.05700192,174.07537454,2.4519662999261223,New Plymouth,New Plymouth,Taranaki,Taranaki,22
W32659,Hawera Central,Ramanui,BICYCLE,9,EDUCATION,Hawera Central,-39.59042249,174.28314512,Ramanui,-39.60612482,174.27478512,1.8872306082218293,South Taranaki,South Taranaki,Taranaki,Taranaki,4
W32817,St Johns Hill West,Whanganui Central,BICYCLE,15,EDUCATION,St Johns Hill West,-39.92023434,175.030642,Whanganui Central,-39.93513676,175.04701799,2.1669770888550257,Wanganui,Wanganui,Manawatu-Wanganui,Manawatu-Wanganui,24
W33312,Milverton,Palmerston North Central,BICYCLE,6,EDUCATION,Milverton,-40.35969543,175.61983251,Palmerston North Central,-40.35537702,175.61010962,0.953571957105122,Palmerston North,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,46
W33404,Kimbolton West,Feilding Central,BICYCLE,6,EDUCATION,Kimbolton West,-40.21815279,175.57020381,Feilding Central,-40.23865803,175.58114321,2.4619577423845067,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,4
W35008,Oriental Bay,Wellington Central,BICYCLE,21,EDUCATION,Oriental Bay,-41.29186473,174.79287237,Wellington Central,-41.2849345,174.77572593,1.6267186733287644,Wellington,Wellington,Wellington,Wellington,201
