id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
W279,Puketona-Waitangi,Puketona-Waitangi,WALK_OR_JOG,9,EDUCATION,Puketona-Waitangi,-35.27991822,174.00095246,Puketona-Waitangi,-35.27991822,174.00095246,0.0,Far North,Far North,Northland,Northland,9
W408,Whangarei Central,Whangarei Central,WALK_OR_JOG,42,EDUCATION,Whangarei Central,-35.72846995,174.32430322,Whangarei Central,-35.72846995,174.32430322,0.0,Whangarei,Whangarei,Northland,Northland,34
W1184,Warkworth East,Warkworth East,WALK_OR_JOG,63,EDUCATION,Warkworth East,-36.40528692,174.66791942,Warkworth East,-36.40528692,174.66791942,0.0,Rodney,Rodney,Auckland,Auckland,8
W5123,Mount Eden North East,Eden Terrace,WALK_OR_JOG,9,EDUCATION,Mount Eden North East,-36.86913097,174.76555025,Eden Terrace,-36.86462613,174.75964083,0.7261373227033959,Waitakere,Waitakere,Auckland,Auckland,966
W24423,Thames South,Thames Central,WALK_OR_JOG,45,EDUCATION,Thames South,-37.1491222,175.55903757,Thames Central,-37.14032281,175.54142966,1.842028046834084,Thames-Coromandel,Thames-Coromandel,Waikato,Waikato,9
W25181,Hamilton East Cook,Hamilton Central,WALK_OR_JOG,9,EDUCATION,Hamilton East Cook,-37.7913507,175.30343068,Hamilton Central,-37.78938082,175.28203067,1.8931904878338253,Hamilton,Hamilton,Waikato,Waikato,129
W29357,Matapihi,Matapihi,WALK_OR_JOG,6,EDUCATION,Matapihi,-37.69819147,176.19717384,Matapihi,-37.69819147,176.19717384,0.0,Western Bay of Plenty,Western Bay of Plenty,Bay of Plenty,Bay of Plenty,68
W26534,Goodfellow Park,Te Awamutu Central,WALK_OR_JOG,27,EDUCATION,Goodfellow Park,-38.00680748,175.31677998,Te Awamutu Central,-38.0102104,175.32638804,0.9229209578695908,Waipa,Waipa,Waikato,Waikato,11
W26627,Matamata North,Matamata South,WALK_OR_JOG,45,EDUCATION,Matamata North,-37.8092195,175.78065623,Matamata South,-37.81753128,175.77119821,1.2427777976602892,Matamata-Piako,Matamata-Piako,Waikato,Waikato,8
W27449,Trident,Trident,WALK_OR_JOG,24,EDUCATION,Trident,-37.96899468,176.97770942,Trident,-37.96899468,176.97770942,0.0,Whakatane,Whakatane,Bay of Plenty,Bay of Plenty,17
W27621,Moananui,Tokoroa Central,WALK_OR_JOG,6,EDUCATION,Moananui,-38.23905279,175.8629699,Tokoroa Central,-38.2230221,175.8734232,2.0027696765688834,South Waikato,South Waikato,Waikato,Waikato,9
W27682,Kuirau,Rotorua Central,WALK_OR_JOG,30,EDUCATION,Kuirau,-38.13474084,176.24242829,Rotorua Central,-38.13568521,176.25424012,1.0383976713635072,Rotorua,Rotorua,Waikato,Bay of Plenty,29
W27810,Mountview,Mountview,WALK_OR_JOG,6,EDUCATION,Mountview,-38.68673952,176.09245067,Mountview,-38.68673952,176.09245067,0.0,Taupo,Taupo,Waikato,Waikato,17
W29930,Te Hapara East,Gisborne Central,WALK_OR_JOG,30,EDUCATION,Te Hapara East,-38.6560244,178.01721277,Gisborne Central,-38.66778237,178.02299313,1.4004478113502266,Gisborne,Gisborne,Gisborne,Gisborne,22
W30368,Tareha Reserve,Taradale South,WALK_OR_JOG,12,EDUCATION,Tareha Reserve,-39.54400792,176.85143036,Taradale South,-39.54323393,176.82989073,1.848959865965352,Hastings,Hastings,Hawke's Bay,Hawke's Bay,71
W32074,Lower Vogeltown,New Plymouth Central,WALK_OR_JOG,63,EDUCATION,Lower Vogeltown,-39.07209853,174.0782174,New Plymouth Central,-39.05700192,174.07537454,1.6965146918672798,New Plymouth,New Plymouth,Taranaki,Taranaki,44
W32694,Egmont Showgrounds,Hawera Central,WALK_OR_JOG,9,EDUCATION,Egmont Showgrounds,-39.57617162,174.26308228,Hawera Central,-39.59042249,174.28314512,2.3381981203381788,South Taranaki,South Taranaki,Taranaki,Taranaki,15
W32831,Whanganui Central,Whanganui Central,WALK_OR_JOG,39,EDUCATION,Whanganui Central,-39.93513676,175.04701799,Whanganui Central,-39.93513676,175.04701799,0.0,Wanganui,Wanganui,Manawatu-Wanganui,Manawatu-Wanganui,23
W33304,Palmerston North Central,Palmerston North Central,WALK_OR_JOG,99,EDUCATION,Palmerston North Central,-40.35537702,175.61010962,Palmerston North Central,-40.35537702,175.61010962,0.0,Palmerston North,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,63
W33403,Warwick,Feilding Central,WALK_OR_JOG,21,EDUCATION,Warwick,-40.22282513,175.55901821,Feilding Central,-40.23865803,175.58114321,2.5743426438280306,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,15
W34546,Pipitea-Kaiwharawhara,Thorndon,WALK_OR_JOG,42,EDUCATION,Pipitea-Kaiwharawhara,-41.27624822,174.78772639,Thorndon,-41.27246445,174.77422734,1.204014696799054,Wellington,Wellington,Wellington,Wellington,484
W34679,Solway South,Masterton Central,WALK_OR_JOG,15,EDUCATION,Solway South,-40.96910555,175.63403571,Masterton Central,-40.95047108,175.66167048,3.1109874607841617,Masterton,Masterton,Wellington,Wellington,20
W34737,Levin Central,Levin Central,WALK_OR_JOG,21,EDUCATION,Levin Central,-40.6233097,175.2848475,Levin Central,-40.6233097,175.2848475,0.0,Horowhenua,Horowhenua,Manawatu-Wanganui,Manawatu-Wanganui,18
W36160,Waikanae Beach,Waikanae Beach,WALK_OR_JOG,15,EDUCATION,Waikanae Beach,-40.86463333,175.02708132,Waikanae Beach,-40.86463333,175.02708132,0.0,Kapiti Coast,Kapiti Coast,Wellington,Wellington,31
W39583,Nayland,Nelson Airport,WALK_OR_JOG,12,EDUCATION,Nayland,-41.30432817,173.23648616,Nelson Airport,-41.2956675,173.22975091,1.1153373188689035,Nelson,Nelson,Nelson,Nelson,63
W39533,Motueka North,Motueka East,WALK_OR_JOG,24,EDUCATION,Motueka North,-41.105891899999996,173.01318855,Motueka East,-41.12000591,173.01922240000005,1.6488048832934457,Tasman,Tasman,Nelson,Nelson,13
W40364,Whitney West,Whitney West,WALK_OR_JOG,12,EDUCATION,Whitney West,-41.52198108,173.9421136,Whitney West,-41.52198108,173.9421136,0.0,Marlborough,Marlborough,Marlborough,Marlborough,26
W42984,Holmwood,Christchurch Central-West,WALK_OR_JOG,6,EDUCATION,Holmwood,-43.519344,172.6084094,Christchurch Central-West,-43.52780609,172.6306519,2.0251955281366,Christchurch,Christchurch,Canterbury,Canterbury,265
W47618,Ashburton Central,Ashburton Central,WALK_OR_JOG,9,EDUCATION,Ashburton Central,-43.90252481,171.73537846,Ashburton Central,-43.90252481,171.73537846,0.0,Ashburton,Ashburton,Canterbury,Canterbury,19
W47992,Fraser Park,Timaru East,WALK_OR_JOG,9,EDUCATION,Fraser Park,-44.39596592,171.23045071,Timaru East,-44.41420462,171.2609405,3.1590234732580726,Timaru,Timaru,Canterbury,Canterbury,34
W48399,Glen Warren,Oamaru Central,WALK_OR_JOG,30,EDUCATION,Glen Warren,-45.09087588,170.9672687,Oamaru Central,-45.100715799999996,170.9718248,1.1511137192708911,Waitaki,Waitaki,Otago,Otago,13
