id,SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
E47,Ahipara,Tangonge,BICYCLE,6,EDUCATION,Ahipara,-35.15951697,173.16091938,Tangonge,-35.12314727,173.21860407,6.623183400479936,Far North,Far North,Northland,Northland,1
E77,Kensington (Whangarei District),Whangarei Central,BICYCLE,9,EDUCATION,Kensington (Whangarei District),-35.71310137,174.30833235,Whangarei Central,-35.72846995,174.32430322,2.235870213746053,Whangarei,Whangarei,Northland,Northland,2
E119,Kerikeri Central,Kerikeri Central,BICYCLE,9,EDUCATION,Kerikeri Central,-35.22507309,173.95096304,Kerikeri Central,-35.22507309,173.95096304,0.0,Far North,Far North,Northland,Northland,4
E769,Hikurangi,Hikurangi,BICYCLE,12,EDUCATION,Hikurangi,-35.59448279999999,174.28716175,Hikurangi,-35.59448279999999,174.28716175,0.0,Whangarei,Whangarei,Northland,Northland,1
E946,Ngunguru,Ngunguru,BICYCLE,24,EDUCATION,Ngunguru,-35.62462501,174.51474389,Ngunguru,-35.62462501,174.51474389,0.0,Whangarei,Whangarei,Northland,Northland,1
E1190,Karangahape,Auckland-University,BICYCLE,6,EDUCATION,Karangahape,-36.85896498,174.75639764,Auckland-University,-36.85143057,174.76906469,1.4043065651337363,Waitakere,Waitakere,Auckland,Auckland,157
E1587,Hilltop (Taupo District),Hilltop (Taupo District),BICYCLE,21,EDUCATION,Hilltop (Taupo District),-38.69976213,176.09915047,Hilltop (Taupo District),-38.69976213,176.09915047,0.0,Taupo,Taupo,Waikato,Waikato,9
E1602,Marsden Bay,Marsden Bay,BICYCLE,15,EDUCATION,Marsden Bay,-35.84344323,174.48686898,Marsden Bay,-35.84344323,174.48686898,0.0,Whangarei,Whangarei,Northland,Northland,1
E1624,Dargaville,Dargaville,BICYCLE,15,EDUCATION,Dargaville,-35.93920158,173.86524045,Dargaville,-35.93920158,173.86524045,0.0,Kaipara,Kaipara,Northland,Northland,1
E1658,Mangawhai,Mangawhai,BICYCLE,12,EDUCATION,Mangawhai,-36.12486297,174.57648718,Mangawhai,-36.12486297,174.57648718,0.0,Kaipara,Kaipara,Northland,Northland,1
E1676,Snells Beach,Snells Beach,BICYCLE,21,EDUCATION,Snells Beach,-36.42024184,174.72518871,Snells Beach,-36.42024184,174.72518871,0.0,Rodney,Rodney,Auckland,Auckland,1
E2221,Red Beach East,Orewa South,BICYCLE,33,EDUCATION,Red Beach East,-36.60592118,174.70488989,Orewa South,-36.59013546,174.685784,2.447480556889788,Rodney,Rodney,Auckland,Auckland,18
