id,SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
E1165,Freemans Bay,Auckland-University,BICYCLE,6,EDUCATION,Freemans Bay,-36.85220128,174.7504171,Auckland-University,-36.85143057,174.76906469,1.661418189924384,Waitakere,Waitakere,Auckland,Auckland,150
E9068,Fairfield (Hamilton City),Hamilton East Village,BICYCLE,9,EDUCATION,Fairfield (Hamilton City),-37.76889278,175.284084,Hamilton East Village,-37.79028168,175.29324653,2.510960166485501,Hamilton,Hamilton,Waikato,Waikato,77
E6974,Mornington,Campus South,BICYCLE,6,EDUCATION,Mornington,-45.88564448,170.48404236,Campus South,-45.86793792,170.51211679,2.932574320311846,Dunedin,Dunedin,Otago,Otago,35
E11630,Matapihi,Matapihi,BICYCLE,6,EDUCATION,Matapihi,-37.69819147,176.19717384,Matapihi,-37.69819147,176.19717384,0.0,Western Bay of Plenty,Western Bay of Plenty,Bay of Plenty,Bay of Plenty,87
E10866,Lower Vogeltown,Strandon,BICYCLE,9,EDUCATION,Lower Vogeltown,-39.07209853,174.0782174,Strandon,-39.05369313,174.09475657,2.4955113070958133,New Plymouth,New Plymouth,Taranaki,Taranaki,41
E13003,Clive,Clive,BICYCLE,30,EDUCATION,Clive,-39.58681014,176.91303792,Clive,-39.58681014,176.91303792,0.0,Hastings city,Hastings city,Hawke's Bay,Hawke's Bay,73
E13918,Milverton,Turitea,BICYCLE,24,EDUCATION,Milverton,-40.35969543,175.61983251,Turitea,-40.39053678,175.60862529,3.5583840780259597,Palmerston North,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,59
E14954,Paraparaumu Central,Raumati Beach West,BICYCLE,21,EDUCATION,Paraparaumu Central,-40.90799495,174.99886348,Raumati Beach West,-40.91582202,174.98216422,1.6512556143451769,Kapiti Coast,Kapiti Coast,Wellington,Wellington,33
E15142,Roseneath ,Wellington University,BICYCLE,6,EDUCATION,Roseneath,-41.29229126,174.80079878,Wellington University,-41.289084,174.7676253,2.7944509378787337,,Wellington,,Wellington,51
E17652,Maitlands,Grampians,BICYCLE,9,EDUCATION,Maitlands,-41.30875019,173.24301865,Grampians,-41.29660057,173.27351504,2.883524713793842,Nelson,Nelson,Nelson,Nelson,65
E18754,Mona Vale,Ilam University,BICYCLE,21,EDUCATION,Mona Vale,-43.52638334,172.60669389,Ilam University,-43.52336127,172.57826459,2.3166060992473843,Christchurch,Christchurch,Canterbury,Canterbury,359
E22001,Richmond (Invercargill City),Invercargill Central,BICYCLE,9,EDUCATION,Richmond (Invercargill City),-46.40719619,168.36918138,Invercargill Central,-46.41489239,168.32850731,3.2336411984953366,Invercargill,Invercargill,Southland,Southland,35
