id,SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
E79,Mairtown,Whangarei Central,PASSENGER_IN_VEHICLE,51,EDUCATION,Mairtown,-35.70451425,174.32430453,Whangarei Central,-35.72846995,174.32430322,2.6637523068437168,Whangarei,Whangarei,Northland,Northland,221
E1260,Epsom East,Auckland-University,PASSENGER_IN_VEHICLE,9,EDUCATION,Epsom East,-36.89528995,174.7782585,Auckland-University,-36.85143057,174.76906469,4.945033586404649,Waitakere,Waitakere,Auckland,Auckland,4067
E3176,Hamilton East,Silverdale (Hamilton City),PASSENGER_IN_VEHICLE,42,EDUCATION,Hamilton East,-37.80128004,175.30076378,Silverdale (Hamilton City),-37.79128988,175.32912389,2.728270890833496,Hamilton,Waikato,Waikato,Waikato,888
E1582,Taupo Central West,Hilltop (Taupo District),PASSENGER_IN_VEHICLE,9,EDUCATION,Taupo Central West,-38.6847684,176.07304191,Hilltop (Taupo District),-38.69976213,176.09915047,2.8132088075346835,Taupo,Taupo,Waikato,Waikato,75
E5349,Koutu,Western Heights (Rotorua District),PASSENGER_IN_VEHICLE,33,EDUCATION,Koutu,-38.12154784,176.23823269,Western Heights (Rotorua District),-38.12374566,176.22097675,1.5291367949754318,Rotorua,Rotorua,Waikato,Waikato,258
E6962,Belleknowes,Campus South,PASSENGER_IN_VEHICLE,9,EDUCATION,Belleknowes,-45.87481662,170.4813773,Campus South,-45.86793792,170.51211679,2.4997998965907104,Dunedin,Dunedin,Otago,Otago,493
E11053,Maungatapu,Tauranga South,PASSENGER_IN_VEHICLE,48,EDUCATION,Maungatapu,-37.718326399999995,176.17894876,Tauranga South,-37.708425899999995,176.15681961,2.236312128285375,Western Bay of Plenty,Western Bay of Plenty,Bay of Plenty,Bay of Plenty,375
E10871,Welbourn,Strandon,PASSENGER_IN_VEHICLE,39,EDUCATION,Welbourn,-39.08571024,174.09311599999995,Strandon,-39.05369313,174.09475657,3.562956239492032,New Plymouth,New Plymouth,Taranaki,Taranaki,241
E12507,Twyford,Frimley,PASSENGER_IN_VEHICLE,6,EDUCATION,Twyford,-39.59961385,176.81874894,Frimley,-39.62166848,176.82925988,2.612435781204503,Hastings city,Hastings city,Hawke's Bay,Hawke's Bay,447
E12196,Te Hapara East,Riverdale,PASSENGER_IN_VEHICLE,6,EDUCATION,Te Hapara East,-38.6560244,178.01721277,Riverdale,-38.64381481,177.99767123,2.1732479667532063,Gisborne,Gisborne,Gisborne,Gisborne,156
