id,SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
E77,Kensington (Whangarei District),Whangarei Central,WALK_OR_JOG,111,EDUCATION,Kensington (Whangarei District),-35.71310137,174.30833235,Whangarei Central,-35.72846995,174.32430322,2.235870213746053,Whangarei,Whangarei,Northland,Northland,54
E1249,Mount St John,Auckland-University,WALK_OR_JOG,12,EDUCATION,Mount St John,-36.88236812,174.78035947,Auckland-University,-36.85143057,174.76906469,3.5838325281728936,Waitakere,Waitakere,Auckland,Auckland,1331
E9512,Whitiora,Hamilton Central,WALK_OR_JOG,9,EDUCATION,Whitiora,-37.77756896,175.27048029,Hamilton Central,-37.78938082,175.28203067,1.6599430980910974,Hamilton,Hamilton,Waikato,Waikato,182
E11042,Tauranga South,Tauranga South,WALK_OR_JOG,189,EDUCATION,Tauranga South,-37.708425899999995,176.15681961,Tauranga South,-37.708425899999995,176.15681961,0.0,Western Bay of Plenty,Western Bay of Plenty,Bay of Plenty,Bay of Plenty,76
E10866,Lower Vogeltown,Strandon,WALK_OR_JOG,6,EDUCATION,Lower Vogeltown,-39.07209853,174.0782174,Strandon,-39.05369313,174.09475657,2.4955113070958133,New Plymouth,New Plymouth,Taranaki,Taranaki,56
E11717,Kuirau,Kuirau,WALK_OR_JOG,42,EDUCATION,Kuirau,-38.13474084,176.24242829,Kuirau,-38.13474084,176.24242829,0.0,Rotorua,Rotorua,Waikato,Waikato,70
E16459,Newlands South,Paparangi,WALK_OR_JOG,111,EDUCATION,Newlands South,-41.23454859,174.82124819,Paparangi,-41.21674369,174.81983715,1.983328398612457,Wellington,Wellington,Wellington,Wellington,490
E20844,Fraser Park,Highfield North,WALK_OR_JOG,6,EDUCATION,Fraser Park,-44.39596592,171.23045071,Highfield North,-44.38615156,171.22318733,1.234517424014973,Timaru,Timaru,Canterbury,Canterbury,41
E6970,Arthur Street,Campus South,WALK_OR_JOG,204,EDUCATION,Arthur Street,-45.875749400000004,170.49272725,Campus South,-45.86793792,170.51211679,1.7343432677624204,Dunedin,Dunedin,Otago,Otago,152
E12575,Tareha Reserve,Tareha Reserve,WALK_OR_JOG,156,EDUCATION,Tareha Reserve,-39.54400792,176.85143036,Tareha Reserve,-39.54400792,176.85143036,0.0,Hastings,Hastings,Hawke's Bay,Hawke's Bay,127
E12196,Te Hapara East,Riverdale,WALK_OR_JOG,9,EDUCATION,Te Hapara East,-38.6560244,178.01721277,Riverdale,-38.64381481,177.99767123,2.1732479667532063,Gisborne,Gisborne,Gisborne,Gisborne,49
E13708,Cornmarket,Whanganui Central,WALK_OR_JOG,21,EDUCATION,Cornmarket,-39.92629435,175.05079129,Whanganui Central,-39.93513676,175.04701799,1.0345326795220018,Wanganui,Wanganui,Manawatu-Wanganui,Manawatu-Wanganui,45
E14028,Palmerston North Central,Palmerston North Central,WALK_OR_JOG,21,EDUCATION,Palmerston North Central,-40.35537702,175.61010962,Palmerston North Central,-40.35537702,175.61010962,0.0,Palmerston North,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,98
E17678,Maitlands,Nayland,WALK_OR_JOG,48,EDUCATION,Maitlands,-41.30875019,173.24301865,Nayland,-41.30432817,173.23648616,0.7345114554505591,Nelson,Nelson,Nelson,Nelson,78
E18016,Fendalton,Merivale,WALK_OR_JOG,6,EDUCATION,Fendalton,-43.5158088,172.59670819,Merivale,-43.51635206,172.61911331,1.807679281387374,Christchurch,Christchurch,Canterbury,Canterbury,427
E22001,Richmond (Invercargill City),Invercargill Central,WALK_OR_JOG,66,EDUCATION,Richmond (Invercargill City),-46.40719619,168.36918138,Invercargill Central,-46.41489239,168.32850731,3.2336411984953366,Invercargill,Invercargill,Southland,Southland,58
