id,SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
E77,Kensington (Whangarei District),Whangarei Central,DRIVE_OWN_VEHICLE,6,EDUCATION,Kensington (Whangarei District),-35.71310137,174.30833235,Whangarei Central,-35.72846995,174.32430322,2.235870213746053,Whangarei,Whangarei,Northland,Northland,52
E436,Epsom Central-North,Queen Street,DRIVE_OWN_VEHICLE,6,EDUCATION,Epsom Central-North,-36.88779009,174.76992615,Queen Street,-36.84774104,174.76524972,4.4726399978969695,Waitakere,Waitakere,Auckland,Auckland,1296
E974,Warkworth East,Auckland-University,DRIVE_OWN_VEHICLE,9,EDUCATION,Warkworth East,-36.40528692,174.66791942,Auckland-University,-36.85143057,174.76906469,50.423295074195735,Rodney,Waitakere,Auckland,Auckland,9
E3178,Hillcrest West (Hamilton City),Silverdale (Hamilton City),DRIVE_OWN_VEHICLE,6,EDUCATION,Hillcrest West (Hamilton City),-37.79546663,175.31326581,Silverdale (Hamilton City),-37.79128988,175.32912389,1.468795522905234,Hamilton,Waikato,Waikato,Waikato,321
E11105,Maungatapu,Greerton South,DRIVE_OWN_VEHICLE,24,EDUCATION,Maungatapu,-37.718326399999995,176.17894876,Greerton South,-37.72765679,176.12518714,4.840964121435191,Western Bay of Plenty,Western Bay of Plenty,Bay of Plenty,Bay of Plenty,181
E10765,Kuirau,Tihiotonga-Whakarewarewa,DRIVE_OWN_VEHICLE,6,EDUCATION,Kuirau,-38.13474084,176.24242829,Tihiotonga-Whakarewarewa,-38.16412016,176.25173097,3.3665871747797267,Rotorua,Rotorua,Waikato,Bay of Plenty,66
E6962,Belleknowes,Campus South,DRIVE_OWN_VEHICLE,45,EDUCATION,Belleknowes,-45.87481662,170.4813773,Campus South,-45.86793792,170.51211679,2.4997998965907104,Dunedin,Dunedin,Otago,Otago,122
E9148,Huntly East,Hillcrest West (Hamilton City),DRIVE_OWN_VEHICLE,21,EDUCATION,Huntly East,-37.55408564,175.16553246,Hillcrest West (Hamilton City),-37.79546663,175.31326581,29.82373890306157,Waikato,Hamilton,Waikato,Waikato,10
E10791,Matarawa,Tokoroa Central,DRIVE_OWN_VEHICLE,9,EDUCATION,Matarawa,-38.22438631,175.85345651,Tokoroa Central,-38.2230221,175.8734232,1.7507710831108765,South Waikato,South Waikato,Waikato,Waikato,11
E13242,Upper Vogeltown,New Plymouth Central,DRIVE_OWN_VEHICLE,18,EDUCATION,Upper Vogeltown,-39.09023955,174.08332265,New Plymouth Central,-39.05700192,174.07537454,3.759003656507081,New Plymouth,New Plymouth,Taranaki,Taranaki,45
E10929,Taupo Central East,Taupo Central West,DRIVE_OWN_VEHICLE,9,EDUCATION,Taupo Central East,-38.68453849,176.08132064,Taupo Central West,-38.6847684,176.07304191,0.7190361295602036,Taupo,Taupo,Waikato,Waikato,10
E11989,Whakatane West,Trident,DRIVE_OWN_VEHICLE,15,EDUCATION,Whakatane West,-37.96340527,176.96559282,Trident,-37.96899468,176.97770942,1.2306522923844418,Whakatane,Whakatane,Bay of Plenty,Bay of Plenty,9
E12588,Omahu-Pakowhai,Taradale South,DRIVE_OWN_VEHICLE,12,EDUCATION,Omahu-Pakowhai,-39.56659265,176.82024777,Taradale South,-39.54323393,176.82989073,2.725766180214596,Hastings city,Hastings,Hawke's Bay,Hawke's Bay,81
E12289,Te Hapara East,Gisborne Central,DRIVE_OWN_VEHICLE,21,EDUCATION,Te Hapara East,-38.6560244,178.01721277,Gisborne Central,-38.66778237,178.02299313,1.4004478113502266,Gisborne,Gisborne,Gisborne,Gisborne,23
E13646,St Johns Hill West,College Estate,DRIVE_OWN_VEHICLE,9,EDUCATION,St Johns Hill West,-39.92023434,175.030642,College Estate,-39.9305007,175.03470499,1.1929849970885753,Wanganui,Wanganui,Manawatu-Wanganui,Manawatu-Wanganui,26
E13897,Milson South,Turitea,DRIVE_OWN_VEHICLE,27,EDUCATION,Milson South,-40.33443818,175.60505225,Turitea,-40.39053678,175.60862529,6.245221304435287,Palmerston North,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,120
E17305,Solway North,Masterton Central,DRIVE_OWN_VEHICLE,15,EDUCATION,Solway North,-40.9574562,175.63029837,Masterton Central,-40.95047108,175.66167048,2.7466886303672204,Masterton,Masterton,Wellington,Wellington,11
E15185,Paraparaumu North,Paraparaumu North,DRIVE_OWN_VEHICLE,9,EDUCATION,Paraparaumu North,-40.89457279999999,175.01141009,Paraparaumu North,-40.89457279999999,175.01141009,0.0,Kapiti Coast,Kapiti Coast,Wellington,Wellington,13
E15055,Korokoro,Wellington University,DRIVE_OWN_VEHICLE,6,EDUCATION,Korokoro,-41.21562751,174.86781402,Wellington University,-41.289084,174.7676253,11.69896927394792,Hutt city,Wellington,Wellington,Wellington,224
E17435,Motueka North,Nelson Central-Trafalgar,DRIVE_OWN_VEHICLE,6,EDUCATION,Motueka North,-41.105891899999996,173.01318855,Nelson Central-Trafalgar,-41.27273863,173.28210878,29.16454071772857,Tasman,Nelson,Nelson,Nelson,9
E17467,Aldinga,Nelson Central-Trafalgar,DRIVE_OWN_VEHICLE,15,EDUCATION,Aldinga,-41.31388017,173.22157736,Nelson Central-Trafalgar,-41.27273863,173.28210878,6.819280853072526,Nelson,Nelson,Nelson,Nelson,47
E17849,Yelverton,Springlands,DRIVE_OWN_VEHICLE,9,EDUCATION,Yelverton,-41.51419128,173.93427609,Springlands,-41.50422292,173.93617831,1.1196911318636662,Marlborough,Marlborough,Marlborough,Marlborough,24
E18377,Bryndwr South,Christchurch Central-South,DRIVE_OWN_VEHICLE,24,EDUCATION,Bryndwr South,-43.5066813,172.59635325,Christchurch Central-South,-43.53815861,172.64240289,5.1025847495992105,Christchurch,Christchurch,Canterbury,Canterbury,442
E20809,Hampstead,Allenton East,DRIVE_OWN_VEHICLE,12,EDUCATION,Hampstead,-43.91158863,171.75646729,Allenton East,-43.89118299,171.75756446,2.270705797863787,Ashburton,Ashburton,Canterbury,Canterbury,12
E20963,Highfield North,Timaru Central,DRIVE_OWN_VEHICLE,9,EDUCATION,Highfield North,-44.38615156,171.22318733,Timaru Central,-44.39838399,171.2514175,2.623248486087093,Timaru,Timaru,Canterbury,Canterbury,14
E21383,Quail Rise,Warren Park,DRIVE_OWN_VEHICLE,6,EDUCATION,Quail Rise,-44.99478952,168.74876096,Warren Park,-45.02264371,168.66173004,7.5103044187437105,Queenstown-Lakes,Queenstown-Lakes,Otago,Otago,14
E22001,Richmond (Invercargill City),Invercargill Central,DRIVE_OWN_VEHICLE,66,EDUCATION,Richmond (Invercargill City),-46.40719619,168.36918138,Invercargill Central,-46.41489239,168.32850731,3.2336411984953366,Invercargill,Invercargill,Southland,Southland,42
