id,SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
E119,Kerikeri Central,Kerikeri Central,BICYCLE,9,EDUCATION,Kerikeri Central,-35.22507309,173.95096304,Kerikeri Central,-35.22507309,173.95096304,0.0,Far North,Far North,Northland,Northland,4
E1190,Karangahape,Auckland-University,BICYCLE,6,EDUCATION,Karangahape,-36.85896498,174.75639764,Auckland-University,-36.85143057,174.76906469,1.4043065651337363,Waitakere,Waitakere,Auckland,Auckland,157
E1587,Hilltop (Taupo District),Hilltop (Taupo District),BICYCLE,21,EDUCATION,Hilltop (Taupo District),-38.69976213,176.09915047,Hilltop (Taupo District),-38.69976213,176.09915047,0.0,Taupo,Taupo,Waikato,Waikato,9
E2221,Red Beach East,Orewa South,BICYCLE,33,EDUCATION,Red Beach East,-36.60592118,174.70488989,Orewa South,-36.59013546,174.685784,2.447480556889788,Rodney,Rodney,Auckland,Auckland,18
E9068,Fairfield (Hamilton City),Hamilton East Village,BICYCLE,9,EDUCATION,Fairfield (Hamilton City),-37.76889278,175.284084,Hamilton East Village,-37.79028168,175.29324653,2.510960166485501,Hamilton,Hamilton,Waikato,Waikato,77
E10722,Glenholme South,Utuhina,BICYCLE,9,EDUCATION,Glenholme South,-38.15361117,176.24756632,Utuhina,-38.14249953,176.23214439,1.8290083560849688,Rotorua,Rotorua,Bay of Plenty,Waikato,13
E6974,Mornington,Campus South,BICYCLE,6,EDUCATION,Mornington,-45.88564448,170.48404236,Campus South,-45.86793792,170.51211679,2.932574320311846,Dunedin,Dunedin,Otago,Otago,35
E7017,Surfdale,Surfdale,BICYCLE,21,EDUCATION,Surfdale,-36.79613493,175.02985004,Surfdale,-36.79613493,175.02985004,0.0,Auckland,Auckland,Auckland,Auckland,4
E7825,Waiuku East,Tamakae,BICYCLE,6,EDUCATION,Waiuku East,-37.25796999,174.73496824,Tamakae,-37.2446936,174.72332941,1.800159833624152,Franklin,Franklin,Auckland,Auckland,5
E10055,Cambridge West,Cambridge North,BICYCLE,21,EDUCATION,Cambridge West,-37.887004499999996,175.45779762,Cambridge North,-37.873954299999994,175.4699974,1.8033791424778882,Waipa,Waipa,Waikato,Waikato,27
